Player,Team,Season,Date,Status,Opp,Injury,Week
Lonnie Ballentine,HOU,2016,2016-11-13,Injured Reserve,JAX,Groin,10
Brian Cushing,HOU,2016,2016-11-13,day-to-day,JAX,torn  MCL,10
K.J. Dillon,HOU,2016,2016-11-13,Injured Reserve,JAX,Knee,10
Kurtis Drummond,HOU,2016,2016-11-13,Injured Reserve,JAX,Leg,10
Ka'imi Fairbairn,HOU,2016,2016-11-13,Injured Reserve,JAX,Quadricep,10
Dalton Freeman,HOU,2016,2016-11-13,Injured Reserve,JAX,Undisclosed,10
Will Fuller,HOU,2016,2016-11-13,Questionable,JAX,knee,10
Jonathan Grimes,HOU,2016,2016-11-13,Questionable,JAX,illness,10
Kevin Johnson,HOU,2016,2016-11-13,Injured Reserve,JAX,Foot,10
Nick Martin,HOU,2016,2016-11-13,Injured Reserve,JAX,Ankle,10
Derek Newton,HOU,2016,2016-11-13,Injured Reserve,JAX,Knee,10
Brian Peters,HOU,2016,2016-11-13,Questionable,JAX,quadriceps,10
Gerald Rivers,HOU,2016,2016-11-13,Injured Reserve,JAX,Undisclosed,10
Brennan Scarlett,HOU,2016,2016-11-13,Injured Reserve,JAX,Hamstring,10
Devon Still,HOU,2016,2016-11-13,Injured Reserve,JAX,Undisclosed,10
Jaelen Strong,HOU,2016,2016-11-13,Injured Reserve,JAX,Ankle,10
Soma Vainuku,HOU,2016,2016-11-13,Injured Reserve,JAX,Undisclosed,10
Tony Washington,HOU,2016,2016-11-13,Injured Reserve,JAX,Undisclosed,10
J.J. Watt,HOU,2016,2016-11-13,Injured Reserve,JAX,Back,10
Vince Wilfork,HOU,2016,2016-11-13,Questionable,JAX,groin,10
Lonnie Ballentine,HOU,2016,2016-11-21,Injured Reserve,OAK,Groin,11
Alfred Blue,HOU,2016,2016-11-21,Out,OAK,calf,11
Brian Cushing,HOU,2016,2016-11-21,day-to-day,OAK,torn  MCL,11
K.J. Dillon,HOU,2016,2016-11-21,Injured Reserve,OAK,Knee,11
Kurtis Drummond,HOU,2016,2016-11-21,Injured Reserve,OAK,Leg,11
Ka'imi Fairbairn,HOU,2016,2016-11-21,Injured Reserve,OAK,Quadricep,11
Dalton Freeman,HOU,2016,2016-11-21,Injured Reserve,OAK,Undisclosed,11
Will Fuller,HOU,2016,2016-11-21,Questionable,OAK,knee,11
Jonathan Grimes,HOU,2016,2016-11-21,Out,OAK,illness,11
Kevin Johnson,HOU,2016,2016-11-21,Injured Reserve,OAK,Foot,11
Nick Martin,HOU,2016,2016-11-21,Injured Reserve,OAK,Ankle,11
Derek Newton,HOU,2016,2016-11-21,Injured Reserve,OAK,Knee,11
Jay Prosch,HOU,2016,2016-11-21,Questionable,OAK,hamstring,11
Gerald Rivers,HOU,2016,2016-11-21,Injured Reserve,OAK,Undisclosed,11
Brennan Scarlett,HOU,2016,2016-11-21,Injured Reserve,OAK,Hamstring,11
Devon Still,HOU,2016,2016-11-21,Injured Reserve,OAK,Undisclosed,11
Jaelen Strong,HOU,2016,2016-11-21,Injured Reserve,OAK,Ankle,11
Soma Vainuku,HOU,2016,2016-11-21,Injured Reserve,OAK,Undisclosed,11
Tony Washington,HOU,2016,2016-11-21,Injured Reserve,OAK,Undisclosed,11
J.J. Watt,HOU,2016,2016-11-21,Injured Reserve,OAK,Back,11
Vince Wilfork,HOU,2016,2016-11-21,Questionable,OAK,groin,11
Lonnie Ballentine,HOU,2016,2016-11-27,Injured Reserve,SDG,Groin,12
Alfred Blue,HOU,2016,2016-11-27,Out,SDG,calf,12
Brian Cushing,HOU,2016,2016-11-27,day-to-day,SDG,torn  MCL,12
K.J. Dillon,HOU,2016,2016-11-27,Injured Reserve,SDG,Knee,12
Kurtis Drummond,HOU,2016,2016-11-27,Injured Reserve,SDG,Leg,12
Tyler Ervin,HOU,2016,2016-11-27,Out,SDG,ribs,12
Ka'imi Fairbairn,HOU,2016,2016-11-27,Injured Reserve,SDG,Quadricep,12
Dalton Freeman,HOU,2016,2016-11-27,Injured Reserve,SDG,Undisclosed,12
Kevin Johnson,HOU,2016,2016-11-27,Injured Reserve,SDG,Foot,12
Nick Martin,HOU,2016,2016-11-27,Injured Reserve,SDG,Ankle,12
Derek Newton,HOU,2016,2016-11-27,Injured Reserve,SDG,Knee,12
Jay Prosch,HOU,2016,2016-11-27,Questionable,SDG,hamstring,12
Gerald Rivers,HOU,2016,2016-11-27,Injured Reserve,SDG,Undisclosed,12
Brennan Scarlett,HOU,2016,2016-11-27,Injured Reserve,SDG,Hamstring,12
Devon Still,HOU,2016,2016-11-27,Injured Reserve,SDG,Undisclosed,12
Jaelen Strong,HOU,2016,2016-11-27,Injured Reserve,SDG,Ankle,12
Soma Vainuku,HOU,2016,2016-11-27,Injured Reserve,SDG,Undisclosed,12
Tony Washington,HOU,2016,2016-11-27,Injured Reserve,SDG,Undisclosed,12
J.J. Watt,HOU,2016,2016-11-27,Injured Reserve,SDG,Back,12
Lonnie Ballentine,HOU,2016,2016-12-04,Injured Reserve,GNB,Groin,13
Alfred Blue,HOU,2016,2016-12-04,Questionable,GNB,calf,13
Jadeveon Clowney,HOU,2016,2016-12-04,Questionable,GNB,"elbow, wrist",13
Brian Cushing,HOU,2016,2016-12-04,Questionable,GNB,back,13
K.J. Dillon,HOU,2016,2016-12-04,Injured Reserve,GNB,Knee,13
Kurtis Drummond,HOU,2016,2016-12-04,Injured Reserve,GNB,Leg,13
Tyler Ervin,HOU,2016,2016-12-04,Out,GNB,ribs,13
Ka'imi Fairbairn,HOU,2016,2016-12-04,Injured Reserve,GNB,Quadricep,13
Dalton Freeman,HOU,2016,2016-12-04,Injured Reserve,GNB,Undisclosed,13
Andre Hal,HOU,2016,2016-12-04,Questionable,GNB,illness,13
Kevin Johnson,HOU,2016,2016-12-04,Injured Reserve,GNB,Foot,13
Nick Martin,HOU,2016,2016-12-04,Injured Reserve,GNB,Ankle,13
Derek Newton,HOU,2016,2016-12-04,Injured Reserve,GNB,Knee,13
Gerald Rivers,HOU,2016,2016-12-04,Injured Reserve,GNB,Undisclosed,13
Brennan Scarlett,HOU,2016,2016-12-04,Injured Reserve,GNB,Hamstring,13
Devon Still,HOU,2016,2016-12-04,Injured Reserve,GNB,Undisclosed,13
Jaelen Strong,HOU,2016,2016-12-04,Injured Reserve,GNB,Ankle,13
Soma Vainuku,HOU,2016,2016-12-04,Injured Reserve,GNB,Undisclosed,13
Tony Washington,HOU,2016,2016-12-04,Injured Reserve,GNB,Undisclosed,13
J.J. Watt,HOU,2016,2016-12-04,Injured Reserve,GNB,Back,13
Lonnie Ballentine,HOU,2016,2016-12-11,Injured Reserve,IND,Groin,14
Jadeveon Clowney,HOU,2016,2016-12-11,Questionable,IND,"elbow, wrist",14
Brian Cushing,HOU,2016,2016-12-11,Questionable,IND,"back, ankle",14
K.J. Dillon,HOU,2016,2016-12-11,Injured Reserve,IND,Knee,14
Kurtis Drummond,HOU,2016,2016-12-11,Injured Reserve,IND,Leg,14
Tyler Ervin,HOU,2016,2016-12-11,Out,IND,ribs,14
Ka'imi Fairbairn,HOU,2016,2016-12-11,Injured Reserve,IND,Quadricep,14
Dalton Freeman,HOU,2016,2016-12-11,Injured Reserve,IND,Undisclosed,14
Kevin Johnson,HOU,2016,2016-12-11,Injured Reserve,IND,Foot,14
Johnathan Joseph,HOU,2016,2016-12-11,Questionable,IND,ribs,14
Nick Martin,HOU,2016,2016-12-11,Injured Reserve,IND,Ankle,14
Braxton Miller,HOU,2016,2016-12-11,Injured Reserve,IND,Shoulder,14
Derek Newton,HOU,2016,2016-12-11,Injured Reserve,IND,Knee,14
Gerald Rivers,HOU,2016,2016-12-11,Injured Reserve,IND,Undisclosed,14
Tom Savage,HOU,2016,2016-12-11,Out,IND, elbow,14
Brennan Scarlett,HOU,2016,2016-12-11,Injured Reserve,IND,Hamstring,14
Devon Still,HOU,2016,2016-12-11,Injured Reserve,IND,Undisclosed,14
Jaelen Strong,HOU,2016,2016-12-11,Injured Reserve,IND,Ankle,14
Soma Vainuku,HOU,2016,2016-12-11,Injured Reserve,IND,Undisclosed,14
Tony Washington,HOU,2016,2016-12-11,Injured Reserve,IND,Undisclosed,14
J.J. Watt,HOU,2016,2016-12-11,Injured Reserve,IND,Back,14
Jeff Allen,HOU,2016,2016-12-18,Out,JAX,concussion,15
Lonnie Ballentine,HOU,2016,2016-12-18,Injured Reserve,JAX,Groin,15
Brian Cushing,HOU,2016,2016-12-18,day-to-day,JAX,torn  MCL,15
K.J. Dillon,HOU,2016,2016-12-18,Injured Reserve,JAX,Knee,15
Kurtis Drummond,HOU,2016,2016-12-18,Injured Reserve,JAX,Leg,15
Tyler Ervin,HOU,2016,2016-12-18,Questionable,JAX,ribs,15
Ka'imi Fairbairn,HOU,2016,2016-12-18,Injured Reserve,JAX,Quadricep,15
C.J. Fiedorowicz,HOU,2016,2016-12-18,Out,JAX,concussion,15
Dalton Freeman,HOU,2016,2016-12-18,Injured Reserve,JAX,Undisclosed,15
Kevin Johnson,HOU,2016,2016-12-18,Injured Reserve,JAX,Foot,15
Johnathan Joseph,HOU,2016,2016-12-18,Questionable,JAX,ribs,15
Nick Martin,HOU,2016,2016-12-18,Injured Reserve,JAX,Ankle,15
Whitney Mercilus,HOU,2016,2016-12-18,Questionable,JAX,back,15
Braxton Miller,HOU,2016,2016-12-18,Injured Reserve,JAX,Shoulder,15
Derek Newton,HOU,2016,2016-12-18,Injured Reserve,JAX,Knee,15
Gerald Rivers,HOU,2016,2016-12-18,Injured Reserve,JAX,Undisclosed,15
Devon Still,HOU,2016,2016-12-18,Injured Reserve,JAX,Undisclosed,15
Jaelen Strong,HOU,2016,2016-12-18,Injured Reserve,JAX,Ankle,15
Soma Vainuku,HOU,2016,2016-12-18,Injured Reserve,JAX,Undisclosed,15
Tony Washington,HOU,2016,2016-12-18,Injured Reserve,JAX,Undisclosed,15
J.J. Watt,HOU,2016,2016-12-18,Injured Reserve,JAX,Back,15
Lonnie Ballentine,HOU,2016,2016-12-24,Injured Reserve,CIN,Groin,16
Brian Cushing,HOU,2016,2016-12-24,day-to-day,CIN,torn  MCL,16
K.J. Dillon,HOU,2016,2016-12-24,Injured Reserve,CIN,Knee,16
Kurtis Drummond,HOU,2016,2016-12-24,Injured Reserve,CIN,Leg,16
Ka'imi Fairbairn,HOU,2016,2016-12-24,Injured Reserve,CIN,Quadricep,16
Dalton Freeman,HOU,2016,2016-12-24,Injured Reserve,CIN,Undisclosed,16
Kevin Johnson,HOU,2016,2016-12-24,Injured Reserve,CIN,Foot,16
Johnathan Joseph,HOU,2016,2016-12-24,Questionable,CIN,ribs,16
Nick Martin,HOU,2016,2016-12-24,Injured Reserve,CIN,Ankle,16
Braxton Miller,HOU,2016,2016-12-24,Injured Reserve,CIN,Shoulder,16
Lamar Miller,HOU,2016,2016-12-24,Questionable,CIN,ankle,16
Derek Newton,HOU,2016,2016-12-24,Injured Reserve,CIN,Knee,16
Gerald Rivers,HOU,2016,2016-12-24,Injured Reserve,CIN,Undisclosed,16
Brennan Scarlett,HOU,2016,2016-12-24,Injured Reserve,CIN,Hamstring,16
Devon Still,HOU,2016,2016-12-24,Injured Reserve,CIN,Undisclosed,16
Jaelen Strong,HOU,2016,2016-12-24,Injured Reserve,CIN,Ankle,16
Soma Vainuku,HOU,2016,2016-12-24,Injured Reserve,CIN,Undisclosed,16
J.J. Watt,HOU,2016,2016-12-24,Injured Reserve,CIN,Back,16
Lonnie Ballentine,HOU,2016,2017-01-01,Injured Reserve,TEN,Groin,17
Jadeveon Clowney,HOU,2016,2017-01-01,Out,TEN,"elbow, wrist",17
Brian Cushing,HOU,2016,2017-01-01,Questionable,TEN,ankle,17
K.J. Dillon,HOU,2016,2017-01-01,Injured Reserve,TEN,Knee,17
Kurtis Drummond,HOU,2016,2017-01-01,Injured Reserve,TEN,Leg,17
Ka'imi Fairbairn,HOU,2016,2017-01-01,Injured Reserve,TEN,Quadricep,17
Dalton Freeman,HOU,2016,2017-01-01,Injured Reserve,TEN,Undisclosed,17
Kevin Johnson,HOU,2016,2017-01-01,Injured Reserve,TEN,Foot,17
Johnathan Joseph,HOU,2016,2017-01-01,Questionable,TEN,"ribs, shoulder",17
Nick Martin,HOU,2016,2017-01-01,Injured Reserve,TEN,Ankle,17
Braxton Miller,HOU,2016,2017-01-01,Injured Reserve,TEN,Shoulder,17
Lamar Miller,HOU,2016,2017-01-01,Out,TEN,ankle,17
Derek Newton,HOU,2016,2017-01-01,Injured Reserve,TEN,Knee,17
Jay Prosch,HOU,2016,2017-01-01,Out,TEN,"ankle, knee",17
Gerald Rivers,HOU,2016,2017-01-01,Injured Reserve,TEN,Undisclosed,17
Devon Still,HOU,2016,2017-01-01,Injured Reserve,TEN,Undisclosed,17
Jaelen Strong,HOU,2016,2017-01-01,Injured Reserve,TEN,Ankle,17
Soma Vainuku,HOU,2016,2017-01-01,Injured Reserve,TEN,Undisclosed,17
J.J. Watt,HOU,2016,2017-01-01,Injured Reserve,TEN,Back,17
Henry Anderson,IND,2016,2016-09-11,Out,DET,knee,1
Darius Butler,IND,2016,2016-09-11,Out,DET,ankle,1
Vontae Davis,IND,2016,2016-09-11,Out,DET,ankle,1
Clayton Geathers,IND,2016,2016-09-11,Out,DET,foot,1
Joe Haeg,IND,2016,2016-09-11,Questionable,DET,ankle,1
Jack Mewhort,IND,2016,2016-09-11,Questionable,DET,knee,1
Tevin Mitchel,IND,2016,2016-09-11,Injured Reserve,DET,Hamstring,1
D'Joun Smith,IND,2016,2016-09-11,Injured Reserve,DET,Knee,1
Dezmen Southward,IND,2016,2016-09-11,Injured Reserve,DET,Undisclosed,1
Ron Thompson,IND,2016,2016-09-11,Injured Reserve,DET,Undisclosed,1
Hugh Thornton,IND,2016,2016-09-11,Injured Reserve,DET,Foot,1
Andrew Williamson,IND,2016,2016-09-11,Injured Reserve,DET,Knee,1
Henry Anderson,IND,2016,2016-09-18,Out,DEN,knee,2
Darius Butler,IND,2016,2016-09-18,Questionable,DEN,ankle,2
Trent Cole,IND,2016,2016-09-18,Doubtful,DEN,back,2
Antonio Cromartie,IND,2016,2016-09-18,Questionable,DEN,hamstring,2
Vontae Davis,IND,2016,2016-09-18,Out,DEN,ankle,2
Clayton Geathers,IND,2016,2016-09-18,Questionable,DEN,foot,2
T.J. Green,IND,2016,2016-09-18,Out,DEN,knee,2
Kendall Langford,IND,2016,2016-09-18,Questionable,DEN,knee,2
Robert Mathis,IND,2016,2016-09-18,Questionable,DEN,foot,2
Tevin Mitchel,IND,2016,2016-09-18,Injured Reserve,DEN,Hamstring,2
Donte Moncrief,IND,2016,2016-09-18,day-to-day,DEN,"head, neck",2
D'Joun Smith,IND,2016,2016-09-18,Injured Reserve,DEN,Knee,2
Dezmen Southward,IND,2016,2016-09-18,Injured Reserve,DEN,Undisclosed,2
Ron Thompson,IND,2016,2016-09-18,Injured Reserve,DEN,Undisclosed,2
Hugh Thornton,IND,2016,2016-09-18,Injured Reserve,DEN,Foot,2
Andrew Williamson,IND,2016,2016-09-18,Injured Reserve,DEN,Knee,2
Darius Butler,IND,2016,2016-09-25,Out,SDG,hamstring,3
Trent Cole,IND,2016,2016-09-25,Questionable,SDG,back,3
Vontae Davis,IND,2016,2016-09-25,Questionable,SDG,ankle,3
Clayton Geathers,IND,2016,2016-09-25,Questionable,SDG,foot,3
Denzelle Good,IND,2016,2016-09-25,Out,SDG,back,3
T.J. Green,IND,2016,2016-09-25,Questionable,SDG,knee,3
T.Y. Hilton,IND,2016,2016-09-25,Questionable,SDG,knee,3
Ryan Kelly,IND,2016,2016-09-25,Questionable,SDG,shoulder,3
Andrew Luck,IND,2016,2016-09-25,Questionable,SDG, shoulder,3
Tevin Mitchel,IND,2016,2016-09-25,Injured Reserve,SDG,Hamstring,3
Donte Moncrief,IND,2016,2016-09-25,Out,SDG,shoulder,3
D'Joun Smith,IND,2016,2016-09-25,Injured Reserve,SDG,Knee,3
Dezmen Southward,IND,2016,2016-09-25,Injured Reserve,SDG,Undisclosed,3
Ron Thompson,IND,2016,2016-09-25,Injured Reserve,SDG,Undisclosed,3
Hugh Thornton,IND,2016,2016-09-25,Injured Reserve,SDG,Foot,3
Andrew Williamson,IND,2016,2016-09-25,Injured Reserve,SDG,Knee,3
Darius Butler,IND,2016,2016-10-02,Out,JAX,hamstring,4
Trent Cole,IND,2016,2016-10-02,Injured Reserve,JAX,Back,4
Phillip Dorsett,IND,2016,2016-10-02,Questionable,JAX,ankle,4
Denzelle Good,IND,2016,2016-10-02,Questionable,JAX,back,4
Tevin Mitchel,IND,2016,2016-10-02,Injured Reserve,JAX,Hamstring,4
Donte Moncrief,IND,2016,2016-10-02,Out,JAX,shoulder,4
Joe Reitz,IND,2016,2016-10-02,Questionable,JAX,back,4
D'Joun Smith,IND,2016,2016-10-02,Injured Reserve,JAX,Knee,4
Dezmen Southward,IND,2016,2016-10-02,Injured Reserve,JAX,Undisclosed,4
Ron Thompson,IND,2016,2016-10-02,Injured Reserve,JAX,Undisclosed,4
Hugh Thornton,IND,2016,2016-10-02,Injured Reserve,JAX,Foot,4
Andrew Williamson,IND,2016,2016-10-02,Injured Reserve,JAX,Knee,4
Darius Butler,IND,2016,2016-10-09,Questionable,CHI,hamstring,5
Trent Cole,IND,2016,2016-10-09,Injured Reserve,CHI,Back,5
Denzelle Good,IND,2016,2016-10-09,Questionable,CHI,back,5
Robert Mathis,IND,2016,2016-10-09,Questionable,CHI,foot,5
Tevin Mitchel,IND,2016,2016-10-09,Injured Reserve,CHI,Hamstring,5
Donte Moncrief,IND,2016,2016-10-09,Out,CHI,shoulder,5
Joe Reitz,IND,2016,2016-10-09,Questionable,CHI,back,5
D'Joun Smith,IND,2016,2016-10-09,Injured Reserve,CHI,Knee,5
Dezmen Southward,IND,2016,2016-10-09,Injured Reserve,CHI,Undisclosed,5
Ron Thompson,IND,2016,2016-10-09,Injured Reserve,CHI,Undisclosed,5
Hugh Thornton,IND,2016,2016-10-09,Injured Reserve,CHI,Foot,5
Robert Turbin,IND,2016,2016-10-09,Questionable,CHI,"wrist, shoulder",5
Andrew Williamson,IND,2016,2016-10-09,Injured Reserve,CHI,Knee,5
Quan Bray,IND,2016,2016-10-16,Questionable,HOU,shin,6
Trent Cole,IND,2016,2016-10-16,Injured Reserve,HOU,Back,6
T.Y. Hilton,IND,2016,2016-10-16,Questionable,HOU,Hip,6
Tevin Mitchel,IND,2016,2016-10-16,Injured Reserve,HOU,Hamstring,6
Donte Moncrief,IND,2016,2016-10-16,Out,HOU,shoulder,6
D'Joun Smith,IND,2016,2016-10-16,Injured Reserve,HOU,Knee,6
Dezmen Southward,IND,2016,2016-10-16,Injured Reserve,HOU,Undisclosed,6
Ron Thompson,IND,2016,2016-10-16,Injured Reserve,HOU,Undisclosed,6
Hugh Thornton,IND,2016,2016-10-16,Injured Reserve,HOU,Foot,6
Andrew Williamson,IND,2016,2016-10-16,Injured Reserve,HOU,Knee,6
Henry Anderson,IND,2016,2016-10-23,Out,TEN,knee,7
Quan Bray,IND,2016,2016-10-23,Injured Reserve,TEN,Ankle,7
Darius Butler,IND,2016,2016-10-23,Questionable,TEN,"calf, hamstring",7
Trent Cole,IND,2016,2016-10-23,Injured Reserve,TEN,Back,7
Phillip Dorsett,IND,2016,2016-10-23,Out,TEN,"foot, hamstring",7
T.J. Green,IND,2016,2016-10-23,Questionable,TEN,knee,7
T.Y. Hilton,IND,2016,2016-10-23,Questionable,TEN,Hip,7
Curt Maggitt,IND,2016,2016-10-23,Out,TEN,ankle,7
Jack Mewhort,IND,2016,2016-10-23,Out,TEN,tricep,7
Tevin Mitchel,IND,2016,2016-10-23,Injured Reserve,TEN,Hamstring,7
Donte Moncrief,IND,2016,2016-10-23,Out,TEN,shoulder,7
D'Joun Smith,IND,2016,2016-10-23,Injured Reserve,TEN,Knee,7
Dezmen Southward,IND,2016,2016-10-23,Injured Reserve,TEN,Undisclosed,7
Ron Thompson,IND,2016,2016-10-23,Injured Reserve,TEN,Undisclosed,7
Hugh Thornton,IND,2016,2016-10-23,Injured Reserve,TEN,Foot,7
Andrew Williamson,IND,2016,2016-10-23,Injured Reserve,TEN,Knee,7
Henry Anderson,IND,2016,2016-10-30,Out,KAN,knee,8
Quan Bray,IND,2016,2016-10-30,Injured Reserve,KAN,Ankle,8
Trent Cole,IND,2016,2016-10-30,Injured Reserve,KAN,Back,8
Kendall Langford,IND,2016,2016-10-30,Injured Reserve,KAN,Knee,8
Curt Maggitt,IND,2016,2016-10-30,Out,KAN,ankle,8
Jack Mewhort,IND,2016,2016-10-30,Out,KAN,triceps,8
Tevin Mitchel,IND,2016,2016-10-30,Injured Reserve,KAN,Hamstring,8
Donte Moncrief,IND,2016,2016-10-30,Questionable,KAN,shoulder,8
Chester Rogers,IND,2016,2016-10-30,Out,KAN,"hamstring, foot",8
D'Joun Smith,IND,2016,2016-10-30,Injured Reserve,KAN,Knee,8
Dezmen Southward,IND,2016,2016-10-30,Injured Reserve,KAN,Undisclosed,8
Ron Thompson,IND,2016,2016-10-30,Injured Reserve,KAN,Undisclosed,8
Hugh Thornton,IND,2016,2016-10-30,Injured Reserve,KAN,Foot,8
Andrew Williamson,IND,2016,2016-10-30,Injured Reserve,KAN,Knee,8
Henry Anderson,IND,2016,2016-11-06,Questionable,GNB,knee,9
Quan Bray,IND,2016,2016-11-06,Injured Reserve,GNB,Ankle,9
Trent Cole,IND,2016,2016-11-06,Injured Reserve,GNB,Back,9
Vontae Davis,IND,2016,2016-11-06,Questionable,GNB,concussion,9
Denzelle Good,IND,2016,2016-11-06,Questionable,GNB,knee,9
Kendall Langford,IND,2016,2016-11-06,Injured Reserve,GNB,Knee,9
Curt Maggitt,IND,2016,2016-11-06,Questionable,GNB,ankle,9
Jack Mewhort,IND,2016,2016-11-06,Out,GNB,triceps,9
Tevin Mitchel,IND,2016,2016-11-06,Injured Reserve,GNB,Hamstring,9
Donte Moncrief,IND,2016,2016-11-06,day-to-day,GNB,"head, neck",9
Joe Reitz,IND,2016,2016-11-06,Out,GNB,concussion,9
D'Joun Smith,IND,2016,2016-11-06,Injured Reserve,GNB,Knee,9
Dezmen Southward,IND,2016,2016-11-06,Injured Reserve,GNB,Undisclosed,9
Ron Thompson,IND,2016,2016-11-06,Injured Reserve,GNB,Undisclosed,9
Hugh Thornton,IND,2016,2016-11-06,Injured Reserve,GNB,Foot,9
Andrew Williamson,IND,2016,2016-11-06,Injured Reserve,GNB,Knee,9
Quan Bray,IND,2016,2016-11-20,Injured Reserve,TEN,Ankle,11
Trent Cole,IND,2016,2016-11-20,Injured Reserve,TEN,Back,11
Arthur Jones,IND,2016,2016-11-20,Questionable,TEN,illness,11
Kendall Langford,IND,2016,2016-11-20,Out,TEN,knee,11
Tevin Mitchel,IND,2016,2016-11-20,Injured Reserve,TEN,Hamstring,11
Donte Moncrief,IND,2016,2016-11-20,day-to-day,TEN,"head, neck",11
D'Joun Smith,IND,2016,2016-11-20,Injured Reserve,TEN,Knee,11
Dezmen Southward,IND,2016,2016-11-20,Injured Reserve,TEN,Undisclosed,11
Ron Thompson,IND,2016,2016-11-20,Injured Reserve,TEN,Undisclosed,11
Hugh Thornton,IND,2016,2016-11-20,Injured Reserve,TEN,Foot,11
Andrew Williamson,IND,2016,2016-11-20,Injured Reserve,TEN,Knee,11
Quan Bray,IND,2016,2016-11-24,Injured Reserve,PIT,Ankle,12
Trent Cole,IND,2016,2016-11-24,Injured Reserve,PIT,Back,12
Vontae Davis,IND,2016,2016-11-24,Questionable,PIT,ankle,12
Clayton Geathers,IND,2016,2016-11-24,Injured Reserve,PIT,Concussion,12
Kendall Langford,IND,2016,2016-11-24,Injured Reserve,PIT,Knee,12
Andrew Luck,IND,2016,2016-11-24,Out,PIT,concussion,12
Tevin Mitchel,IND,2016,2016-11-24,Injured Reserve,PIT,Hamstring,12
Donte Moncrief,IND,2016,2016-11-24,Questionable,PIT,hamstring,12
D'Joun Smith,IND,2016,2016-11-24,Injured Reserve,PIT,Knee,12
Dezmen Southward,IND,2016,2016-11-24,Injured Reserve,PIT,Undisclosed,12
Ron Thompson,IND,2016,2016-11-24,Injured Reserve,PIT,Undisclosed,12
Hugh Thornton,IND,2016,2016-11-24,Injured Reserve,PIT,Foot,12
Frankie Williams,IND,2016,2016-11-24,Injured Reserve,PIT,Undisclosed,12
Andrew Williamson,IND,2016,2016-11-24,Injured Reserve,PIT,Knee,12
Quan Bray,IND,2016,2016-12-05,Injured Reserve,NYJ,Ankle,13
Clayton Geathers,IND,2016,2016-12-05,Injured Reserve,NYJ,Concussion,13
Denzelle Good,IND,2016,2016-12-05,Questionable,NYJ,shoulder,13
T.Y. Hilton,IND,2016,2016-12-05,Questionable,NYJ,back,13
Kendall Langford,IND,2016,2016-12-05,Injured Reserve,NYJ,Knee,13
Robert Mathis,IND,2016,2016-12-05,Out,NYJ,biceps,13
Tevin Mitchel,IND,2016,2016-12-05,Injured Reserve,NYJ,Hamstring,13
Donte Moncrief,IND,2016,2016-12-05,day-to-day,NYJ,"head, neck",13
Hassan Ridgeway,IND,2016,2016-12-05,Questionable,NYJ,back,13
Patrick Robinson,IND,2016,2016-12-05,Injured Reserve,NYJ,Groin,13
D'Joun Smith,IND,2016,2016-12-05,Injured Reserve,NYJ,Knee,13
Dezmen Southward,IND,2016,2016-12-05,Injured Reserve,NYJ,Undisclosed,13
Ron Thompson,IND,2016,2016-12-05,Injured Reserve,NYJ,Undisclosed,13
Hugh Thornton,IND,2016,2016-12-05,Injured Reserve,NYJ,Foot,13
Frankie Williams,IND,2016,2016-12-05,Injured Reserve,NYJ,Undisclosed,13
Andrew Williamson,IND,2016,2016-12-05,Injured Reserve,NYJ,Knee,13
Quan Bray,IND,2016,2016-12-11,Injured Reserve,HOU,Ankle,14
Clayton Geathers,IND,2016,2016-12-11,Injured Reserve,HOU,Concussion,14
Denzelle Good,IND,2016,2016-12-11,Out,HOU,concussion,14
Kendall Langford,IND,2016,2016-12-11,Injured Reserve,HOU,Knee,14
Curt Maggitt,IND,2016,2016-12-11,Questionable,HOU,concussion,14
Robert Mathis,IND,2016,2016-12-11,Out,HOU,biceps,14
Tevin Mitchel,IND,2016,2016-12-11,Injured Reserve,HOU,Hamstring,14
Donte Moncrief,IND,2016,2016-12-11,day-to-day,HOU,"head, neck",14
Patrick Robinson,IND,2016,2016-12-11,Injured Reserve,HOU,Groin,14
D'Joun Smith,IND,2016,2016-12-11,Injured Reserve,HOU,Knee,14
Dezmen Southward,IND,2016,2016-12-11,Injured Reserve,HOU,Undisclosed,14
Ron Thompson,IND,2016,2016-12-11,Injured Reserve,HOU,Undisclosed,14
Hugh Thornton,IND,2016,2016-12-11,Injured Reserve,HOU,Foot,14
Frankie Williams,IND,2016,2016-12-11,Injured Reserve,HOU,Undisclosed,14
Andrew Williamson,IND,2016,2016-12-11,Injured Reserve,HOU,Knee,14
Quan Bray,IND,2016,2016-12-18,Injured Reserve,MIN,Ankle,15
Phillip Dorsett,IND,2016,2016-12-18,Questionable,MIN,groin,15
Clayton Geathers,IND,2016,2016-12-18,Injured Reserve,MIN,Concussion,15
Denzelle Good,IND,2016,2016-12-18,Out,MIN,concussion,15
T.J. Green,IND,2016,2016-12-18,Questionable,MIN,ankle,15
Arthur Jones,IND,2016,2016-12-18,Injured Reserve,MIN,Groin,15
Kendall Langford,IND,2016,2016-12-18,Injured Reserve,MIN,Knee,15
Curt Maggitt,IND,2016,2016-12-18,Injured Reserve,MIN,Knee,15
Jack Mewhort,IND,2016,2016-12-18,Injured Reserve,MIN,Knee,15
Tevin Mitchel,IND,2016,2016-12-18,Injured Reserve,MIN,Hamstring,15
Donte Moncrief,IND,2016,2016-12-18,Out,MIN,hamstring,15
